%%  1. Title: Car Evaluation Database
%%  
%%  2. Sources:
%%     (a) Creator: Marko Bohanec
%%     (b) Donors: Marko Bohanec   (marko.bohanec@ijs.si)
%%                 Blaz Zupan      (blaz.zupan@ijs.si)
%%     (c) Date: June, 1997
%%  
%%  3. Past Usage:
%%  
%%     The hierarchical decision model, from which this dataset is
%%     derived, was first presented in 
%%  
%%     M. Bohanec and V. Rajkovic: Knowledge acquisition and explanation for
%%     multi-attribute decision making. In 8th Intl Workshop on Expert
%%     Systems and their Applications, Avignon, France. pages 59-78, 1988.
%%  
%%     Within machine-learning, this dataset was used for the evaluation
%%     of HINT (Hierarchy INduction Tool), which was proved to be able to
%%     completely reconstruct the original hierarchical model. This,
%%     together with a comparison with C4.5, is presented in
%%  
%%     B. Zupan, M. Bohanec, I. Bratko, J. Demsar: Machine learning by
%%     function decomposition. ICML-97, Nashville, TN. 1997 (to appear)
%%  
%%  4. Relevant Information Paragraph:
%%  
%%     Car Evaluation Database was derived from a simple hierarchical
%%     decision model originally developed for the demonstration of DEX
%%     (M. Bohanec, V. Rajkovic: Expert system for decision
%%     making. Sistemica 1(1), pp. 145-157, 1990.). The model evaluates
%%     cars according to the following concept structure:
%%  
%%     CAR                      car acceptability
%%     . PRICE                  overall price
%%     . . buying               buying price
%%     . . maint                price of the maintenance
%%     . TECH                   technical characteristics
%%     . . COMFORT              comfort
%%     . . . doors              number of doors
%%     . . . persons            capacity in terms of persons to carry
%%     . . . lug_boot           the size of luggage boot
%%     . . safety               estimated safety of the car
%%  
%%     Input attributes are printed in lowercase. Besides the target
%%     concept (CAR), the model includes three intermediate concepts:
%%     PRICE, TECH, COMFORT. Every concept is in the original model
%%     related to its lower level descendants by a set of examples (for
%%     these examples sets see http://www-ai.ijs.si/BlazZupan/car.html).
%%  
%%     The Car Evaluation Database contains examples with the structural
%%     information removed, i.e., directly relates CAR to the six input
%%     attributes: buying, maint, doors, persons, lug_boot, safety.
%%  
%%     Because of known underlying concept structure, this database may be
%%     particularly useful for testing constructive induction and
%%     structure discovery methods.
%%  
%%  5. Number of Instances: 1728
%%     (instances completely cover the attribute space)
%%  
%%  6. Number of Attributes: 6
%%  
%%  7. Attribute Values:
%%  
%%     buying       v-high, high, med, low
%%     maint        v-high, high, med, low
%%     doors        2, 3, 4, 5-more
%%     persons      2, 4, more
%%     lug_boot     small, med, big
%%     safety       low, med, high
%%  
%%  8. Missing Attribute Values: none
%%  
%%  9. Class Distribution (number of instances per class)
%%  
%%     class      N          N[%]
%%     -----------------------------
%%     unacc     1210     (70.023 %) 
%%     acc        384     (22.222 %) 
%%     good        69     ( 3.993 %) 
%%     v-good      65     ( 3.762 %) 

@relation car-evaluation

@attribute buying_price {low,med,high,vhigh}
@attribute maintenance_price  {low,med,high,vhigh}
@attribute n_doors {2,3,4,5more}
@attribute n_persons {2,4,more}
@attribute lug_boot_size {small,med,big}
@attribute safety{low,med,high}
@attribute Class {unacceptable,acceptable,good,very_good}

@data
med,med,5more,more,small,low,unacceptable
med,med,5more,more,small,med,acceptable
med,med,5more,more,small,high,acceptable
med,med,5more,more,med,low,unacceptable
med,med,5more,more,med,med,acceptable
med,med,5more,more,med,high,very_good
med,med,5more,more,big,low,unacceptable
med,med,5more,more,big,med,acceptable
med,med,5more,more,big,high,very_good
med,low,2,2,small,low,unacceptable
med,low,2,2,small,med,unacceptable
med,low,2,2,small,high,unacceptable
med,low,2,2,med,low,unacceptable
med,low,2,2,med,med,unacceptable
med,low,2,2,med,high,unacceptable
med,low,2,2,big,low,unacceptable
med,low,2,2,big,med,unacceptable
med,low,2,2,big,high,unacceptable
med,low,2,4,small,low,unacceptable
med,low,2,4,small,med,acceptable
med,low,2,4,small,high,good
med,low,2,4,med,low,unacceptable
med,low,2,4,med,med,acceptable
med,low,2,4,med,high,good
med,low,2,4,big,low,unacceptable
med,low,2,4,big,med,good
med,low,2,4,big,high,very_good
med,low,2,more,small,low,unacceptable
med,low,2,more,small,med,unacceptable
med,low,2,more,small,high,unacceptable
med,low,2,more,med,low,unacceptable
med,low,2,more,med,med,acceptable
med,low,2,more,med,high,good
med,low,2,more,big,low,unacceptable
med,low,2,more,big,med,good
med,low,2,more,big,high,very_good
med,low,3,2,small,low,unacceptable
med,low,3,2,small,med,unacceptable
med,low,3,2,small,high,unacceptable
med,low,3,2,med,low,unacceptable
med,low,3,2,med,med,unacceptable
med,low,3,2,med,high,unacceptable
med,low,3,2,big,low,unacceptable
med,low,3,2,big,med,unacceptable
med,low,3,2,big,high,unacceptable
med,low,3,4,small,low,unacceptable
med,low,3,4,small,med,acceptable
med,low,3,4,small,high,good
med,low,3,4,med,low,unacceptable
med,low,3,4,med,med,acceptable
med,low,3,4,med,high,good
med,low,3,4,big,low,unacceptable
med,low,3,4,big,med,good
med,low,3,4,big,high,very_good
med,low,3,more,small,low,unacceptable
med,low,3,more,small,med,acceptable
med,low,3,more,small,high,good
med,low,3,more,med,low,unacceptable
med,low,3,more,med,med,good
med,low,3,more,med,high,very_good
med,low,3,more,big,low,unacceptable
med,low,3,more,big,med,good
med,low,3,more,big,high,very_good
med,low,4,2,small,low,unacceptable
med,low,4,2,small,med,unacceptable
med,low,4,2,small,high,unacceptable
med,low,4,2,med,low,unacceptable
med,low,4,2,med,med,unacceptable
med,low,4,2,med,high,unacceptable
med,low,4,2,big,low,unacceptable
med,low,4,2,big,med,unacceptable
med,low,4,2,big,high,unacceptable
med,low,4,4,small,low,unacceptable
med,low,4,4,small,med,acceptable
med,low,4,4,small,high,good
med,low,4,4,med,low,unacceptable
med,low,4,4,med,med,good
med,low,4,4,med,high,very_good
med,low,4,4,big,low,unacceptable
med,low,4,4,big,med,good
med,low,4,4,big,high,very_good
med,low,4,more,small,low,unacceptable
med,low,4,more,small,med,acceptable
med,low,4,more,small,high,good
med,low,4,more,med,low,unacceptable
med,low,4,more,med,med,good
med,low,4,more,med,high,very_good
med,low,4,more,big,low,unacceptable
med,low,4,more,big,med,good
med,low,4,more,big,high,very_good
med,low,5more,2,small,low,unacceptable
med,low,5more,2,small,med,unacceptable
med,low,5more,2,small,high,unacceptable
med,low,5more,2,med,low,unacceptable
med,low,5more,2,med,med,unacceptable
med,low,5more,2,med,high,unacceptable
med,low,5more,2,big,low,unacceptable
med,low,5more,2,big,med,unacceptable
med,low,5more,2,big,high,unacceptable
med,low,5more,4,small,low,unacceptable
med,low,5more,4,small,med,acceptable
med,low,5more,4,small,high,good
med,low,5more,4,med,low,unacceptable
med,low,5more,4,med,med,good
med,low,5more,4,med,high,very_good
med,low,5more,4,big,low,unacceptable
med,low,5more,4,big,med,good
med,low,5more,4,big,high,very_good
med,low,5more,more,small,low,unacceptable
med,low,5more,more,small,med,acceptable
med,low,5more,more,small,high,good
med,low,5more,more,med,low,unacceptable
med,low,5more,more,med,med,good
med,low,5more,more,med,high,very_good
med,low,5more,more,big,low,unacceptable
med,low,5more,more,big,med,good
med,low,5more,more,big,high,very_good
low,vhigh,2,2,small,low,unacceptable
low,vhigh,2,2,small,med,unacceptable
low,vhigh,2,2,small,high,unacceptable
low,vhigh,2,2,med,low,unacceptable
low,vhigh,2,2,med,med,unacceptable
low,vhigh,2,2,med,high,unacceptable
low,vhigh,2,2,big,low,unacceptable
low,vhigh,2,2,big,med,unacceptable
low,vhigh,2,2,big,high,unacceptable
low,vhigh,2,4,small,low,unacceptable
low,vhigh,2,4,small,med,unacceptable
low,vhigh,2,4,small,high,acceptable
low,vhigh,2,4,med,low,unacceptable
low,vhigh,2,4,med,med,unacceptable
low,vhigh,2,4,med,high,acceptable
low,vhigh,2,4,big,low,unacceptable
low,vhigh,2,4,big,med,acceptable
low,vhigh,2,4,big,high,acceptable
low,vhigh,2,more,small,low,unacceptable
low,vhigh,2,more,small,med,unacceptable
low,vhigh,2,more,small,high,unacceptable
low,vhigh,2,more,med,low,unacceptable
low,vhigh,2,more,med,med,unacceptable
low,vhigh,2,more,med,high,acceptable
low,vhigh,2,more,big,low,unacceptable
low,vhigh,2,more,big,med,acceptable
low,vhigh,2,more,big,high,acceptable
low,vhigh,3,2,small,low,unacceptable
low,vhigh,3,2,small,med,unacceptable
low,vhigh,3,2,small,high,unacceptable
low,vhigh,3,2,med,low,unacceptable
low,vhigh,3,2,med,med,unacceptable
low,vhigh,3,2,med,high,unacceptable
low,vhigh,3,2,big,low,unacceptable
low,vhigh,3,2,big,med,unacceptable
low,vhigh,3,2,big,high,unacceptable
low,vhigh,3,4,small,low,unacceptable
low,vhigh,3,4,small,med,unacceptable
low,vhigh,3,4,small,high,acceptable
low,vhigh,3,4,med,low,unacceptable
low,vhigh,3,4,med,med,unacceptable
low,vhigh,3,4,med,high,acceptable
low,vhigh,3,4,big,low,unacceptable
low,vhigh,3,4,big,med,acceptable
low,vhigh,3,4,big,high,acceptable
low,vhigh,3,more,small,low,unacceptable
low,vhigh,3,more,small,med,unacceptable
low,vhigh,3,more,small,high,acceptable
low,vhigh,3,more,med,low,unacceptable
low,vhigh,3,more,med,med,acceptable
low,vhigh,3,more,med,high,acceptable
low,vhigh,3,more,big,low,unacceptable
low,vhigh,3,more,big,med,acceptable
low,vhigh,3,more,big,high,acceptable
low,vhigh,4,2,small,low,unacceptable
low,vhigh,4,2,small,med,unacceptable
low,vhigh,4,2,small,high,unacceptable
low,vhigh,4,2,med,low,unacceptable
low,vhigh,4,2,med,med,unacceptable
low,vhigh,4,2,med,high,unacceptable
low,vhigh,4,2,big,low,unacceptable
low,vhigh,4,2,big,med,unacceptable
low,vhigh,4,2,big,high,unacceptable
low,vhigh,4,4,small,low,unacceptable
low,vhigh,4,4,small,med,unacceptable
low,vhigh,4,4,small,high,acceptable
low,vhigh,4,4,med,low,unacceptable
low,vhigh,4,4,med,med,acceptable
low,vhigh,4,4,med,high,acceptable
low,vhigh,4,4,big,low,unacceptable
low,vhigh,4,4,big,med,acceptable
low,vhigh,4,4,big,high,acceptable
low,vhigh,4,more,small,low,unacceptable
low,vhigh,4,more,small,med,unacceptable
low,vhigh,4,more,small,high,acceptable
low,vhigh,4,more,med,low,unacceptable
low,vhigh,4,more,med,med,acceptable
low,vhigh,4,more,med,high,acceptable
low,vhigh,4,more,big,low,unacceptable
low,vhigh,4,more,big,med,acceptable
low,vhigh,4,more,big,high,acceptable
low,vhigh,5more,2,small,low,unacceptable
low,vhigh,5more,2,small,med,unacceptable
low,vhigh,5more,2,small,high,unacceptable
low,vhigh,5more,2,med,low,unacceptable
low,vhigh,5more,2,med,med,unacceptable
low,vhigh,5more,2,med,high,unacceptable
low,vhigh,5more,2,big,low,unacceptable
low,vhigh,5more,2,big,med,unacceptable
low,vhigh,5more,2,big,high,unacceptable
low,vhigh,5more,4,small,low,unacceptable
low,vhigh,5more,4,small,med,unacceptable
low,vhigh,5more,4,small,high,acceptable
low,vhigh,5more,4,med,low,unacceptable
low,vhigh,5more,4,med,med,acceptable
low,vhigh,5more,4,med,high,acceptable
low,vhigh,5more,4,big,low,unacceptable
low,vhigh,5more,4,big,med,acceptable
low,vhigh,5more,4,big,high,acceptable
low,vhigh,5more,more,small,low,unacceptable
low,vhigh,5more,more,small,med,unacceptable
low,vhigh,5more,more,small,high,acceptable
low,vhigh,5more,more,med,low,unacceptable
low,vhigh,5more,more,med,med,acceptable
low,vhigh,5more,more,med,high,acceptable
low,vhigh,5more,more,big,low,unacceptable
low,vhigh,5more,more,big,med,acceptable
low,vhigh,5more,more,big,high,acceptable
low,high,2,2,small,low,unacceptable
low,high,2,2,small,med,unacceptable
low,high,2,2,small,high,unacceptable
low,high,2,2,med,low,unacceptable
low,high,2,2,med,med,unacceptable
low,high,2,2,med,high,unacceptable
low,high,2,2,big,low,unacceptable
low,high,2,2,big,med,unacceptable
low,high,2,2,big,high,unacceptable
low,high,2,4,small,low,unacceptable
low,high,2,4,small,med,acceptable
low,high,2,4,small,high,acceptable
low,high,2,4,med,low,unacceptable
low,high,2,4,med,med,acceptable
low,high,2,4,med,high,acceptable
low,high,2,4,big,low,unacceptable
low,high,2,4,big,med,acceptable
low,high,2,4,big,high,very_good
low,high,2,more,small,low,unacceptable
low,high,2,more,small,med,unacceptable
low,high,2,more,small,high,unacceptable
low,high,2,more,med,low,unacceptable
low,high,2,more,med,med,acceptable
low,high,2,more,med,high,acceptable
low,high,2,more,big,low,unacceptable
low,high,2,more,big,med,acceptable
low,high,2,more,big,high,very_good
low,high,3,2,small,low,unacceptable
low,high,3,2,small,med,unacceptable
low,high,3,2,small,high,unacceptable
low,high,3,2,med,low,unacceptable
low,high,3,2,med,med,unacceptable
low,high,3,2,med,high,unacceptable
low,high,3,2,big,low,unacceptable
low,high,3,2,big,med,unacceptable
low,high,3,2,big,high,unacceptable
low,high,3,4,small,low,unacceptable
low,high,3,4,small,med,acceptable
low,high,3,4,small,high,acceptable
low,high,3,4,med,low,unacceptable
low,high,3,4,med,med,acceptable
low,high,3,4,med,high,acceptable
low,high,3,4,big,low,unacceptable
low,high,3,4,big,med,acceptable
low,high,3,4,big,high,very_good
low,high,3,more,small,low,unacceptable
low,high,3,more,small,med,acceptable
low,high,3,more,small,high,acceptable
low,high,3,more,med,low,unacceptable
low,high,3,more,med,med,acceptable
low,high,3,more,med,high,very_good
low,high,3,more,big,low,unacceptable
low,high,3,more,big,med,acceptable
low,high,3,more,big,high,very_good
low,high,4,2,small,low,unacceptable
low,high,4,2,small,med,unacceptable
low,high,4,2,small,high,unacceptable
low,high,4,2,med,low,unacceptable
low,high,4,2,med,med,unacceptable
low,high,4,2,med,high,unacceptable
low,high,4,2,big,low,unacceptable
low,high,4,2,big,med,unacceptable
low,high,4,2,big,high,unacceptable
low,high,4,4,small,low,unacceptable
low,high,4,4,small,med,acceptable
low,high,4,4,small,high,acceptable
low,high,4,4,med,low,unacceptable
low,high,4,4,med,med,acceptable
low,high,4,4,med,high,very_good
low,high,4,4,big,low,unacceptable
low,high,4,4,big,med,acceptable
low,high,4,4,big,high,very_good
low,high,4,more,small,low,unacceptable
low,high,4,more,small,med,acceptable
low,high,4,more,small,high,acceptable
low,high,4,more,med,low,unacceptable
low,high,4,more,med,med,acceptable
low,high,4,more,med,high,very_good
low,high,4,more,big,low,unacceptable
low,high,4,more,big,med,acceptable
low,high,4,more,big,high,very_good
low,high,5more,2,small,low,unacceptable
low,high,5more,2,small,med,unacceptable
low,high,5more,2,small,high,unacceptable
low,high,5more,2,med,low,unacceptable
low,high,5more,2,med,med,unacceptable
low,high,5more,2,med,high,unacceptable
low,high,5more,2,big,low,unacceptable
low,high,5more,2,big,med,unacceptable
low,high,5more,2,big,high,unacceptable
low,high,5more,4,small,low,unacceptable
low,high,5more,4,small,med,acceptable
low,high,5more,4,small,high,acceptable
low,high,5more,4,med,low,unacceptable
low,high,5more,4,med,med,acceptable
low,high,5more,4,med,high,very_good
low,high,5more,4,big,low,unacceptable
low,high,5more,4,big,med,acceptable
low,high,5more,4,big,high,very_good
low,high,5more,more,small,low,unacceptable
low,high,5more,more,small,med,acceptable
low,high,5more,more,small,high,acceptable
low,high,5more,more,med,low,unacceptable
low,high,5more,more,med,med,acceptable
low,high,5more,more,med,high,very_good
low,high,5more,more,big,low,unacceptable
low,high,5more,more,big,med,acceptable
low,high,5more,more,big,high,very_good
low,med,2,2,small,low,unacceptable
low,med,2,2,small,med,unacceptable
low,med,2,2,small,high,unacceptable
low,med,2,2,med,low,unacceptable
low,med,2,2,med,med,unacceptable
low,med,2,2,med,high,unacceptable
low,med,2,2,big,low,unacceptable
low,med,2,2,big,med,unacceptable
low,med,2,2,big,high,unacceptable
low,med,2,4,small,low,unacceptable
low,med,2,4,small,med,acceptable
low,med,2,4,small,high,good
low,med,2,4,med,low,unacceptable
low,med,2,4,med,med,acceptable
low,med,2,4,med,high,good
low,med,2,4,big,low,unacceptable
low,med,2,4,big,med,good
low,med,2,4,big,high,very_good
low,med,2,more,small,low,unacceptable
low,med,2,more,small,med,unacceptable
low,med,2,more,small,high,unacceptable
low,med,2,more,med,low,unacceptable
low,med,2,more,med,med,acceptable
low,med,2,more,med,high,good
low,med,2,more,big,low,unacceptable
low,med,2,more,big,med,good
low,med,2,more,big,high,very_good
low,med,3,2,small,low,unacceptable
low,med,3,2,small,med,unacceptable
low,med,3,2,small,high,unacceptable
low,med,3,2,med,low,unacceptable
low,med,3,2,med,med,unacceptable
low,med,3,2,med,high,unacceptable
low,med,3,2,big,low,unacceptable
low,med,3,2,big,med,unacceptable
low,med,3,2,big,high,unacceptable
low,med,3,4,small,low,unacceptable
low,med,3,4,small,med,acceptable
low,med,3,4,small,high,good
low,med,3,4,med,low,unacceptable
low,med,3,4,med,med,acceptable
low,med,3,4,med,high,good
low,med,3,4,big,low,unacceptable
low,med,3,4,big,med,good
low,med,3,4,big,high,very_good
low,med,3,more,small,low,unacceptable
low,med,3,more,small,med,acceptable
low,med,3,more,small,high,good
low,med,3,more,med,low,unacceptable
low,med,3,more,med,med,good
low,med,3,more,med,high,very_good
low,med,3,more,big,low,unacceptable
low,med,3,more,big,med,good
low,med,3,more,big,high,very_good
low,med,4,2,small,low,unacceptable
low,med,4,2,small,med,unacceptable
low,med,4,2,small,high,unacceptable
low,med,4,2,med,low,unacceptable
low,med,4,2,med,med,unacceptable
low,med,4,2,med,high,unacceptable
low,med,4,2,big,low,unacceptable
low,med,4,2,big,med,unacceptable
low,med,4,2,big,high,unacceptable
low,med,4,4,small,low,unacceptable
low,med,4,4,small,med,acceptable
low,med,4,4,small,high,good
low,med,4,4,med,low,unacceptable
low,med,4,4,med,med,good
low,med,4,4,med,high,very_good
low,med,4,4,big,low,unacceptable
low,med,4,4,big,med,good
low,med,4,4,big,high,very_good
low,med,4,more,small,low,unacceptable
low,med,4,more,small,med,acceptable
low,med,4,more,small,high,good
low,med,4,more,med,low,unacceptable
low,med,4,more,med,med,good
low,med,4,more,med,high,very_good
low,med,4,more,big,low,unacceptable
low,med,4,more,big,med,good
low,med,4,more,big,high,very_good
low,med,5more,2,small,low,unacceptable
low,med,5more,2,small,med,unacceptable
low,med,5more,2,small,high,unacceptable
low,med,5more,2,med,low,unacceptable
low,med,5more,2,med,med,unacceptable
low,med,5more,2,med,high,unacceptable
low,med,5more,2,big,low,unacceptable
low,med,5more,2,big,med,unacceptable
low,med,5more,2,big,high,unacceptable
low,med,5more,4,small,low,unacceptable
low,med,5more,4,small,med,acceptable
low,med,5more,4,small,high,good
low,med,5more,4,med,low,unacceptable
low,med,5more,4,med,med,good
low,med,5more,4,med,high,very_good
low,med,5more,4,big,low,unacceptable
low,med,5more,4,big,med,good
low,med,5more,4,big,high,very_good
low,med,5more,more,small,low,unacceptable
low,med,5more,more,small,med,acceptable
low,med,5more,more,small,high,good
low,med,5more,more,med,low,unacceptable
low,med,5more,more,med,med,good
low,med,5more,more,med,high,very_good
low,med,5more,more,big,low,unacceptable
low,med,5more,more,big,med,good
low,med,5more,more,big,high,very_good
low,low,2,2,small,low,unacceptable
low,low,2,2,small,med,unacceptable
low,low,2,2,small,high,unacceptable
low,low,2,2,med,low,unacceptable
low,low,2,2,med,med,unacceptable
low,low,2,2,med,high,unacceptable
low,low,2,2,big,low,unacceptable
low,low,2,2,big,med,unacceptable
low,low,2,2,big,high,unacceptable
low,low,2,4,small,low,unacceptable
low,low,2,4,small,med,acceptable
low,low,2,4,small,high,good
low,low,2,4,med,low,unacceptable
low,low,2,4,med,med,acceptable
low,low,2,4,med,high,good
low,low,2,4,big,low,unacceptable
low,low,2,4,big,med,good
low,low,2,4,big,high,very_good
low,low,2,more,small,low,unacceptable
low,low,2,more,small,med,unacceptable
low,low,2,more,small,high,unacceptable
low,low,2,more,med,low,unacceptable
low,low,2,more,med,med,acceptable
low,low,2,more,med,high,good
low,low,2,more,big,low,unacceptable
low,low,2,more,big,med,good
low,low,2,more,big,high,very_good
low,low,3,2,small,low,unacceptable
low,low,3,2,small,med,unacceptable
low,low,3,2,small,high,unacceptable
low,low,3,2,med,low,unacceptable
low,low,3,2,med,med,unacceptable
low,low,3,2,med,high,unacceptable
low,low,3,2,big,low,unacceptable
low,low,3,2,big,med,unacceptable
low,low,3,2,big,high,unacceptable
low,low,3,4,small,low,unacceptable
low,low,3,4,small,med,acceptable
low,low,3,4,small,high,good
low,low,3,4,med,low,unacceptable
low,low,3,4,med,med,acceptable
low,low,3,4,med,high,good
low,low,3,4,big,low,unacceptable
low,low,3,4,big,med,good
low,low,3,4,big,high,very_good
low,low,3,more,small,low,unacceptable
low,low,3,more,small,med,acceptable
low,low,3,more,small,high,good
low,low,3,more,med,low,unacceptable
low,low,3,more,med,med,good
low,low,3,more,med,high,very_good
low,low,3,more,big,low,unacceptable
low,low,3,more,big,med,good
low,low,3,more,big,high,very_good
low,low,4,2,small,low,unacceptable
low,low,4,2,small,med,unacceptable
low,low,4,2,small,high,unacceptable
low,low,4,2,med,low,unacceptable
low,low,4,2,med,med,unacceptable
low,low,4,2,med,high,unacceptable
low,low,4,2,big,low,unacceptable
low,low,4,2,big,med,unacceptable
low,low,4,2,big,high,unacceptable
low,low,4,4,small,low,unacceptable
low,low,4,4,small,med,acceptable
low,low,4,4,small,high,good
low,low,4,4,med,low,unacceptable
low,low,4,4,med,med,good
low,low,4,4,med,high,very_good
low,low,4,4,big,low,unacceptable
low,low,4,4,big,med,good
low,low,4,4,big,high,very_good
low,low,4,more,small,low,unacceptable
low,low,4,more,small,med,acceptable
low,low,4,more,small,high,good
low,low,4,more,med,low,unacceptable
low,low,4,more,med,med,good
low,low,4,more,med,high,very_good
low,low,4,more,big,low,unacceptable
low,low,4,more,big,med,good
low,low,4,more,big,high,very_good
low,low,5more,2,small,low,unacceptable
low,low,5more,2,small,med,unacceptable
low,low,5more,2,small,high,unacceptable
low,low,5more,2,med,low,unacceptable
low,low,5more,2,med,med,unacceptable
low,low,5more,2,med,high,unacceptable
low,low,5more,2,big,low,unacceptable
low,low,5more,2,big,med,unacceptable
low,low,5more,2,big,high,unacceptable
low,low,5more,4,small,low,unacceptable
low,low,5more,4,small,med,acceptable
low,low,5more,4,small,high,good
low,low,5more,4,med,low,unacceptable
low,low,5more,4,med,med,good
low,low,5more,4,med,high,very_good
low,low,5more,4,big,low,unacceptable
low,low,5more,4,big,med,good
low,low,5more,4,big,high,very_good
low,low,5more,more,small,low,unacceptable
low,low,5more,more,small,med,acceptable
low,low,5more,more,small,high,good
low,low,5more,more,med,low,unacceptable
low,low,5more,more,med,med,good
low,low,5more,more,med,high,very_good
low,low,5more,more,big,low,unacceptable
low,low,5more,more,big,med,good
low,low,5more,more,big,high,very_good

